para_id,content,category,publish_date_ap
art_3109346_para_25,"The American National Red Cross, Washington, D.C., has been awarded a $25,000,000 grant (HQ00342210009). This is a congressionally mandated direct award to the American Red Cross as directed by Section 8053 of the Consolidated Appropriations Act for fiscal 2022. The grant will be fully funded at the time of award in the amount of $25,000,000. Fiscal 2022 operations and maintenance funds are being obligated at the time of award. The American Red Cross provides critical assistance and resources to support U.S. military members, veterans, and their families wherever they are located around the world. Washington Headquarters Services, Arlington, Virginia, is the contracting activity.",WASHINGTON HEADQUARTERS SERVICES,"July 28, 2022"
art_3109346_para_26,"United Service Organizations (USO), Arlington, Virginia, has been awarded a $24,000,000 cost-type grant (HQ00342210010). This is a congressionally mandated direct award to USO as directed by Section 8053 of the Consolidated Appropriations Act for fiscal 2022. The grant will be fully funded at the time of award in the amount of $24,000,000. Fiscal 2022 operations and maintenance funds are being obligated at the time of award. The USO provides programs and services designed to strengthen America’s military service members by keeping them connected to family, home, and country, throughout their service to the nation. Traditional support programs include Wi-Fi access, Care Packages, USO2GO, Program in a Box, Bob Hope Legacy Reading Program, entertainment tours, program delivery through mobile vehicles and support for families. Washington Headquarters Services, Arlington, Virginia, is the contracting activity.",WASHINGTON HEADQUARTERS SERVICES,"July 28, 2022"
art_3109346_para_27,"Walsh Federal LLC, Chicago, Illinois, was awarded a $55,423,000 firm-fixed-price contract for construction of the Consolidated Maintenance Operations Hangar at Langley Air Force Base. Bids were solicited via the internet with four received. Work will be performed in Hampton, Virginia, with an estimated completion date of July 8, 2024. Fiscal 2019 and 2020 military construction, Air Force funds in the amount of $55,423,000 were obligated at the time of the award. U.S. Army Corps of Engineers, Norfolk, Virginia, is the contracting activity (W91236-22-C-2003).",ARMY,"July 28, 2022"
art_3109346_para_28,"Gast Construction Co. Inc., Fargo, North Dakota (W901UZ-22-D-0001); MDM Construction LLC, West Fargo, North Dakota (W901UZ-22-D-0002); SMITHCO Inc., Fargo, North Dakota (W901UZ-22-D-0003); and T.F. Powers Construction Co., Fargo, North Dakota (W901UZ-22-D-0004), will compete for each order of the $20,000,000 firm-fixed-price contract for maintenance, repair and construction in support of National Guard activities in North Dakota. Bids were solicited via the internet with seven received. Work locations and funding will be determined with each order, with an estimated completion date of July 28, 2027. U.S. Army Field Directorate Office, Bismarck, North Dakota, is the contracting activity.",ARMY,"July 28, 2022"
art_3109346_para_29,"American Ordnance LLC, Middletown, Iowa, was awarded a $13,069,482 modification (P00006) to contract W52P1J-20-C-0035 for procurement and storage of TNT explosive. Work will be performed in Middletown, Iowa, with an estimated completion date of Dec. 31, 2026. Fiscal 2021 and 2022 procurement of ammunition, Army funds in the amount of $13,069,482 were obligated at the time of the award. U.S. Army Contracting Command, Rock Island Arsenal, Illinois, is the contracting activity.",ARMY,"July 28, 2022"
art_3109346_para_30,"Amentum Services Inc., Germantown, Maryland, was awarded a $13,000,000 modification (P00033) to contract W9124G-17-C-0005 to provide initial entry flight training for helicopter pilots. Work will be performed at Fort Rucker, Alabama, with an estimated completion date of Jan. 9, 2027. Fiscal 2022 operation and maintenance, Army funds in the amount of $13,000,000 were obligated at the time of the award. U.S. Army Field Directorate Office, Fort Eustis, Virginia, is the contracting activity.",ARMY,"July 28, 2022"
art_3109346_para_31,"General Dynamics Land Systems Inc., Sterling Heights, Michigan, was awarded a $10,523,248 modification (P00004) to contract W56HZV-22-C-0005 to support the production of M1A2T tanks. Work will be performed in Lima, Ohio, with an estimated completion date of Sept. 30, 2025. Fiscal 2010 Foreign Military Sales (Taiwan) funds in the amount of $10,523,248 were obligated at the time of the award. U.S. Army Contracting Command, Detroit Arsenal, Michigan, is the contracting activity.",ARMY,"July 28, 2022"
art_3109346_para_32,"H&L Contracting LLC, Bay Shore, New York, was awarded an $8,716,000 firm-fixed-price contract for dredging in the Newburyport Harbor Federal Navigation Channel. Bids were solicited via the internet with two received. Work will be performed in Newburyport, Massachusetts, with an estimated completion date of March 15, 2023. Fiscal 2022 Federal Work Plan funds and Federal Infrastructure Investment and Jobs funds in the amount of $8,716,000 were obligated at the time of the award. U.S. Army Corps of Engineers, Concord, Massachusetts, is the contracting activity (W912WJ-22-C-0012).",ARMY,"July 28, 2022"
art_3109346_para_33,*Small business,ARMY,"July 28, 2022"
art_3107792_para_1,"Obsidian Solutions Group LLC, Fredericksburg, Virginia (HDTRA122D0008); Veteran’s First LLC, Fairfax, Virginia (HDTRA122D0009); and RMGS Inc., Virginia Beach, Virginia (HDTRA122D0010), are being awarded an indefinite-delivery/indefinite-quantity, multiple award contract for assessments, exercises, and modeling and simulation support (AEMSS). The maximum dollar ceiling including the base period and option period for all three contracts combined is $850,000,000. Work will be performed at various locations throughout the world. Task orders issued under the contract may be for a duration of one year past the last ordering date of the contracts. Funding will be obligated for each task order and no funds are obligated on the basic contracts. The contracts were competitively procured via solicitation HDTRA120R0076 and the government received 18 offers. The Defense Threat Reduction Agency, Nuclear Enterprise Contracting Office, Fort Belvoir, Virginia, is the contracting activity.",DEFENSE THREAT REDUCTION AGENCY,"July 27, 2022"
art_3107792_para_2,"Northrop Grumman Systems Corp., Rocket Center, West Virginia, was awarded a $533,864,664 firm-fixed-price contract for the M782 multi-option fuze for artillery. Bids were solicited via the internet with two received. Work locations and funding will be determined with each order, with an estimated completion date of July 26, 2027. U.S. Army Contracting Command, Rock Island Arsenal, Illinois, is the contracting activity (W52P1J-22-D-0025).",ARMY,"July 27, 2022"
art_3107792_para_3,"Westinghouse Government Services LLC, Hopkins, South Carolina, was awarded a $55,974,190 hybrid (cost-plus-incentive-fee and firm-fixed-price) contract for decommissioning and dismantlement of the SM-1A deactivated nuclear power plant. Bids were solicited via the internet with three received. Work will be performed at Fort Greely, Alaska, with an estimated completion date of July 27, 2028. Fiscal 2022 operation and maintenance, Army funds in the amount of $55,974,190 were obligated at the time of the award. U.S. Army Corps of Engineers, Baltimore, Maryland, is the contracting activity (W912DR-22-C-0033).",ARMY,"July 27, 2022"
art_3107792_para_4,"Lockheed Martin RMS, Liverpool, New York, was awarded a $23,192,558 cost-plus-fixed-fee contract for engineering services in support of Sentinel A4 Radar and other air and missile defense programs. Bids were solicited via the internet with one received. Work locations and funding will be determined with each order, with an estimated completion date of July 23, 2027. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W31P4Q-22-D-0024).",ARMY,"July 27, 2022"
art_3107792_para_5,"Amentum Services, Germantown, Maryland, was awarded a $20,675,000 modification (P00170) to contract W58RGZ-17-C-0011 for contractor logistics support for government-owned fixed-wing fleets. Work will be performed in Germantown, Maryland, with an estimated completion date of Aug. 29, 2022. Fiscal 2022 operation and maintenance, Army funds in the amount of $20,675,000 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity.",ARMY,"July 27, 2022"
art_3107792_para_6,"Lockheed Martin Corp., a Lockheed Martin Aeronautics Co., Fort Worth, Texas, is awarded a not-to-exceed $213,303,095, cost-plus-incentive-fee undefinitized contract. This contract provides engineering, maintenance, logistics, and material support, in support of Phase 2 upgrade of the Australia Canada United Kingdom Reprogramming Laboratory for the F-35 Joint Strike Fighter program. Additionally, this contract provides a new mission data production and test line to support sovereign reprogramming capabilities for the government of Australia and the United Kingdom’s F-35 air vehicles. Work will be performed in Eglin, Florida (65%); and Fort Worth, Texas (35%), and is expected to be completed in July 2027. Non-Department of Defense participant funds in the amount of $53,325,774 will be obligated at the time of award, none of which will expire at the end of the current fiscal year. This contract was not competitively procured pursuant to 10 U.S. Code 2304(c)(1). The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity (N0001922C0062).",NAVY,"July 27, 2022"
art_3107792_para_7,"DRS Laurel Technologies, Johnstown, Pennsylvania, was awarded a $33,628,358 firm-fixed-price modification to previously awarded contract N00024-20-C-5605 to exercise options for consoles, displays, and peripherals Technical Insertion 16 hardware in support of the Navy’s future surface ship combat systems. Work will be performed in Johnstown, Pennsylvania, and is expected to be completed August 2023. Fiscal 2022 other procurement (Navy) funds in the amount of $16,870,191 (48%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $11,449,447 (33%); Foreign Military Sales (Canada) funds in the amount of $1,667,309 (5%); fiscal 2021 other procurement (Navy) funds in the amount of $1,308,724 (4%); fiscal 2019 shipbuilding and conversion (Navy) funds in the amount of $556,004 (2%); fiscal 2020 shipbuilding and conversion (Navy) funds in the amount of $511,508 (2%); fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $437,390 (1%); fiscal 2022 weapons procurement (Navy) funds in the amount of $416,631 (1%); fiscal 2015 shipbuilding and conversion (Navy) funds in the amount of $255,332 (1%); fiscal 2016 shipbuilding and conversion (Navy) funds in the amount of $106,164 (1%); fiscal 2017 shipbuilding and conversion (Navy) funds in the amount of $43,299 (1%); and Foreign Military Sales (Korea) funds in the amount of $6,359 (1%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity. (Awarded July 25, 2022)",NAVY,"July 27, 2022"
art_3107792_para_8,"Lockheed Martin, Rotary and Missions Systems, Liverpool, New York, is awarded a $30,596,828 firm-fixed-price modification to previously awarded contract N00024-20-C-5503 for provisioned item spares for the full rate production of Surface Electronic Warfare Improvement Program AN/SLQ-32(V)6, AN/SLQ-32A(V)6 and AN/SLQ-32C(V)6 systems. Work will be performed in Liverpool, New York, (78%); and Lansdale, Pennsylvania (22%), and is expected to be completed by November 2023. Fiscal 2022 working capital (Navy) funds in the amount of $30,596,828 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"July 27, 2022"
art_3107792_para_9,"Johns Hopkins University Applied Physics Laboratory, Laurel, Maryland, has been awarded a $35,244,154 task order from the previously awarded, indefinite-delivery/indefinite-quantity contract FA8204-22-F-0023. This is a cost-type contract for research and development services in support of the Sentinel Systems Directorate. Work will be performed in Laurel, Maryland, and is expected to be completed by July 29, 2023.  Fiscal 2022 research, development, test and evaluation funds are being used to fund this task order. The Air Force Nuclear Weapons Center, Hill Air Force Base, Utah, is the contracting activity (FA8204-22-F-0023).",AIR FORCE,"July 27, 2022"
art_3107792_para_10,"Dayton Bag & Burlap Co.,* Dayton, Ohio (SPE8E6-22-D-0039); and NYP Corp.,* Elizabeth, New Jersey (SPE8E6-22-D-0040), are sharing a maximum $20,000,000 firm-fixed-price with economic price adjustment, indefinite-delivery/indefinite-quantity contract under solicitation SPE8E6-22-R-0002 for acrylic sandbags. This was a 100% Small Business Set-Aside acquisition with six responses received. These are two-year base contracts with three one-year option periods. The ordering period end date is July 20, 2024. Using customer is Defense Department. Type of appropriation is fiscal 2022 through 2024 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania.",DEFENSE LOGISTICS AGENCY,"July 27, 2022"
art_3107792_para_11,*Small business,DEFENSE LOGISTICS AGENCY,"July 27, 2022"
art_3106245_para_1,"Bear Brothers Inc.,* Montgomery, Alabama, was awarded a $36,758,150 firm-fixed-price contract to construct a flight simulator facility and a base supply complex. Bids were solicited via the internet with four received. Work will be performed in Montgomery, Alabama, with an estimated completion date of June 6, 2024. Fiscal 2021 military construction, defense-wide funds in the amount of $36,758,150 were obligated at the time of the award. U.S. Property and Fiscal Office, Alabama, is the contracting activity (W50S6N-22-C-0001). ",ARMY,"July 26, 2022"
art_3106245_para_2,"SourceAmerica, Vienna, Virginia, was awarded a $9,099,930 firm-fixed-price contract for cold weather canteens. Bids were solicited via the internet with one received. Work will be performed in Vienna, Virginia, with an estimated completion date of Nov. 30, 2023. Fiscal 2022 operation and maintenance, Army funds in the amount of $9,099,930 were obligated at the time of the award. U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland, is the contracting activity (W911QY-22-C-0036).",ARMY,"July 26, 2022"
art_3106245_para_3,"Reyes Construction Inc., Pomona, California, is awarded a $24,926,000 firm-fixed-price task order (N6247322F4796) for construction of a high explosive magazine at Naval Base Ventura County, California. The work to be performed provides for the construction of a missile magazine with shotcrete cover. Pavement and landscaping, along with site improvements of access road, electrical power, lighting, and lightning protection are included. The maximum dollar value is $24,926,000. Work will be performed in Ventura County, California, and is expected to be completed by January 2024. Fiscal 2018 and 2019 operation and maintenance (Navy) contract funds in the amount of $24,926,000 will be obligated at time of award. Fiscal 2018 operation and maintenance (Navy) contract funds in the amount of $11,504,257 will expire at the end of the current fiscal year. Fiscal 2019 operation and maintenance (Navy) contract funds in the amount of $13,421,743 will not expire at the end of the current fiscal year. This contract was competitively procured via the Procurement Integrated Enterprise Environment website, with two offers received. The Naval Facilities Engineering Systems Command, Southwest, San Diego, California, is the contracting activity (N62743-18-D-5862).",NAVY,"July 26, 2022"
art_3106245_para_4,"Raytheon Technologies Corp., Pratt and Whitney Military Engines, East Hartford, Connecticut, is awarded a $14,895,376 modification (P00006) to a previously awarded, cost-plus-incentive-fee contract (N0001921C0068). This modification adds scope to provide for the planning, implementation, management, and reporting of sustainment affordability in support of initiatives that reduce future F-35 propulsion sustainment cost for the F-35 Joint Program Office. Work will be performed in East Hartford, Connecticut (61%); and Oklahoma City, Oklahoma (39%), and is expected to be completed in September 2024. Non-Department of Defense participant funds in the amount of $14,895,376 will be obligated at time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity. ",NAVY,"July 26, 2022"
art_3106245_para_5,"Hornbeck Offshore Operators LLC, Covington, Louisiana, was awarded an $8,766,200 firm-fixed-price contract (N3220522C3102) for the operation and crewing of one Jones Act-qualified, U.S.-flagged vessel to support the Navy’s submarine fleet operational and rescue requirements. This contract includes one 182-day base period, one 182-day option period, and one 120-day option period, which, if exercised, would bring the cumulative value of this contract to $19,336,200. The vessel, HOS Rosebud, will provide support for Navy operations in the Atlantic Ocean. Working capital funds (Transportation) in the amount of $8,766,200 are obligated for fiscal 2022, and will expire at the end of the fiscal year. This contract was competitively procured with proposals solicited via the System for Award Management website, and one offer was received. The Navy’s Military Sealift Command, Norfolk, Virginia, is the contracting activity (N3220522C3102). (Awarded July 20, 2022)",NAVY,"July 26, 2022"
art_3106245_para_6,"Gulf Coast Electric Cooperative Inc., Wewahitchka, Florida, has been awarded a $23,993,048 modification (P00137) to a 50-year contract (SP0600-10-C-8253) with no option periods for the electric and water utility systems at Tyndall Air Force Base, Florida. This modification establishes an annual inflationary adjustment to the contract’s electric and water utility service charges, provides equitable adjustments to reflect changes to the electric and water asset inventory, and incorporates the hourly inspection charge rate increase as approved by the Government. This is a firm-fixed-price with economic-price-adjustment contract. The performance completion date is May 31, 2061. Using military service is Air Force. Type of appropriation is fiscal 2010 through 2061 Air Force operations and maintenance funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Virginia.",DEFENSE LOGISTICS AGENCY,"July 26, 2022"
art_3106245_para_7,"General Atomics Aeronautical Systems Inc., Poway, California, has been awarded a not-to-exceed $16,264,357, cost-plus-fixed-fee, undefinitized contract for the Spanish Air Force. This contract provides sustainment support of MQ-9A and Mission Ground Control Station (MCGS) to the Spanish Air Force, to include launch and recovery aircrew, field service representatives, transportation and depot repair/return. Work will be performed in an international location, and is expected to be completed March 31, 2025. This award is the result of a sole-source acquisition and involves 100% Foreign Military Sales to the government of Spain. Foreign Military Sales funds in the amount of $6,545,647 will be obligated at the time of award. Air Force Life Cycle Management Center, Wright-Patterson Air Force Base, Ohio, is the contracting activity (FA8689-22-C-2019).",AIR FORCE,"July 26, 2022"
art_3106245_para_8,"The Boeing Co., Huntington Beach, California, has been awarded an $8,515,578 modification to cost-plus-fixed-fee contract HR001121C0149 for Option 3 of the Hunter Phase 2 program. The modification brings the total cumulative face value of the contract to $36,834,760. Work will be performed in Huntington Beach, California, with an estimated completion date of March 2023. Fiscal 2021 research and development funds in the amount of $4,474,453 are being obligated at the time of award. The Defense Advanced Research Projects Agency, Arlington, Virginia, is the contracting activity.",DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,"July 26, 2022"
art_3106245_para_9,*Small business,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,"July 26, 2022"
art_3104636_para_1,"Black Construction – Tutor Perini JV, Harmon, Guam (N62742-19-D-1328); Caddell-Nan JV, Montgomery, Alabama (N62742-19-D-1329); Core Tech-HDCC-Kajima LLC, Tamuning, Guam (N62742-19-D-1330); Gilbane SMCC ECC LLC, Concord, California (N62742-19-D-1331); and Hensel Phelps Construction Co., Honolulu, Hawaii (N62742-19-D-1332), are awarded a $98,500,000 modification to increase the maximum dollar value of the multiple award, indefinite-delivery/indefinite-quantity, design-build construction contracts for projects located primarily in Guam and other areas in the Naval Facilities Engineering Systems Command (NAVFAC) Pacific area of operations (AO). The work to be performed provides new construction, renovation, and minor construction and may include, but is not limited to, barracks/dormitories; administrative facilities; communication facilities; educational facilities; medical/dental/hospital facilities; dining facilities; industrial facilities; warehouse facilities, ranges, operational/training facilities, roads, streets, bridges, site utilities/infrastructure, dredging, and aviation facilities (including hangars and aprons) and other base development facilities. After award of these modifications, the total combined contract value will be $1,088,500,000. Work will be performed primarily within the NAVFAC Pacific AO, to include Guam (80%); Commonwealth of the Northern Mariana Islands (10%); Hawaii (5%), and other areas in the Pacific and Indian Oceans (5%). The term of the contracts is not to exceed 60 months, with an expected completion date of September 2024. No funds will be obligated for the award of the contract modifications. Funds will be obligated on individual task orders and task order modifications as they are issued. NAVFAC Pacific, Joint Base Pearl Harbor-Hickam, Hawaii, is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_2,"DZSP 21 LLC, Marlton, New Jersey, is awarded a $95,961,836 cost-plus-award-fee contract for the exercise of Option Two for base operating support services at installations within Joint Region Marianas, Guam. The work to be performed provides for facility operations and maintenance support services for the following: management and administration; port operations; facility management; facility investment; utilities management; electrical; wastewater; steam; water; and base support vehicles and equipment.  After award of this option, the total cumulative contract value will be $628,474,704. Work will be performed in Guam, and this option period is from August 2022 to July 2023. Fiscal 2022 operation and maintenance (Navy); fiscal 2022 operation and maintenance (Marine Corps); fiscal 2022 operation and maintenance (Defense); fiscal 2022 operation and maintenance (Army National Guard); fiscal 2022 medical facilities; and fiscal 2022 family housing operation and maintenance (Navy) contract funds in the amount of $30,278,076 are obligated on this award and will expire at the end of the current fiscal year.  The Naval Facilities Engineering Systems Command, Marianas, Marianas, Guam, is the contracting activity (N62742-20-C-1199).",NAVY,"July 25, 2022"
art_3104636_para_3,"Progeny Systems Corp.,* Manassas, Virginia, is awarded a $19,110,275 cost-plus-fixed-fee modification to previously awarded contract N00024-18-C-6265 to exercise options for engineering and technical services for software development, and hardware and software integration to Navy submarines. Work will be performed in Manassas, Virginia (65%); Middletown, Rhode Island (25%); and San Diego, California (10%), and is expected to be completed by July 2023. Fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $1,872,079 (88%); and fiscal 2017 shipbuilding and conversion (Navy) funds in the amount of $259,797 (12%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_4,"Rockwell Collins Inc., a part of Collins Aerospace, Cedar Rapids, Iowa, is awarded a $16,282,947 cost-plus-fixed-fee, cost reimbursable modification (P00001) to a previously awarded contract (N0001922C0045). This modification adds scope to provide for the adoption and application of updated security classification requirements, as well as to provide a preliminary design analysis and solution trade studies for an updated Very Low Frequency (VLF) receiver solution in support of the developmental design and obsolescence mitigation engineering efforts for the airborne VLF system modernization in order to meet program capability requirements. The modernization effort is required to provide a compatible and producible VLF system to be integrated into a C-130 aircraft. Work will be performed in Richardson, Texas (90%); and Cedar Rapids, Iowa (10%), and is expected to be completed in February 2024. Fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $1,247,142 will be obligated at the time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_5,"Northrop Grumman Systems Corp., San Diego, California, is awarded a $12,565,396 firm-fixed-price, cost-plus-fixed-fee, and cost-only modification to previously awarded contract N00024-17-C-6327 to exercise options for operational spares and engineering services in support of Joint Counter Radio-Controlled Improvised Explosive Device Electronic Warfare (JCREW) Increment One Block One (I1B1) Systems. Work will be performed in San Diego, California, and is expected to be complete by June 2024. Fiscal 2022 research, development, test and evaluation (Air Force) in the amount of $1,737,000 (68%); and fiscal 2022 operations and maintenance (Air Force) in the amount of $831,948 (32%) will be obligated at time of award and funds in the amount of $831,948 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_6,"Lockheed Martin Rotary and Mission Systems, Owego, New York, is awarded an $11,629,904 cost-plus-fixed-fee order (N0001922F2376) against a previously issued basic ordering agreement (N0001919G0029). This order provides non-recurring engineering for implementation of retrofit upgrades into Block 1 MH-60S aircraft to add additional capabilities to reach parity with Block 3 aircraft.  These efforts include the design and develop of retrofit kits, preparation and delivery of associated technical directives, and validation/verification (Val/Ver) of the installations and instructions. Additionally, this order procures two Val/Ver kits, installation of the first kit, and support for Navy-led Val/Ver efforts. Work will be performed in Owego, New York, and is expected to be completed in July 2024. Fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $10,000,000 will be obligated at the time of award, none of which will expire at the end of the current fiscal year.  The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_7,"Lockheed Martin Corp., Archbald, Pennsylvania, is awarded a $9,239,385 cost-plus-fixed-fee order (N0001922F2549) against a previously issued basic ordering agreement (N0001919G0029). This order provides product improvement initiatives focused on the BDU-59C/B technology refresh that addresses diminishing manufacturing sources and material shortages, component issues, evaluates cyber security enhancements and architecture expansion toward a multimode trainer. Additionally, this order provides for continued integration of the Twin Lug Laser Guided Training Round onto the F-35 platform. Work will be performed in Archbald, Pennsylvania (65%); Amityville, New York (19%); and Dallas, Texas (16%), and is expected to be completed in July 2024. Fiscal 2021 procurement of ammunition (Navy and Marine Corps) funds in the amount of $9,239,385 will be obligated at the time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_8,"Northrop Grumman Systems Corp., Rolling Meadows, Illinois, is awarded an $8,516,341 cost-plus-fixed-fee modification (P00012) to an order (N0001918F0453) against a previously issued basic ordering agreement (N0001915G0026). This modification adds scope to provide non-recurring engineering to upgrade testing, production and repair capabilities to the current Department of the Navy Large Aircraft Infrared Countermeasures (DoN LAIRCM) and to implement mid-term corrective actions that will comply with security guidelines for all components of the DoN LAIRCM equipment. Additionally, this modification provides for the implementation of two software patches to the non-developmental item software baseline that the system processor software is built on and for the integration of newly developed control indicator to operate on Navy and Marine Corps platforms. Work will be performed in Rolling Meadows, Illinois, and is expected to be completed in April 2023. Fiscal 2022 aircraft procurement (Navy) funds in the amount of $8,516,341 will be obligated at the time of award, none of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.",NAVY,"July 25, 2022"
art_3104636_para_9,"Amentum Services Inc., Germantown, Maryland, has been awarded a $58,930,504 firm-fixed-price contract for aerospace support services. This contract provides for the management, operations, maintenance and support services to support government and commercial launch programs with unconventional fuels (e.g., liquid or gaseous propellants, oxidizers, cryogenic and pneumatic commodities used in rockets, missiles and space crafts), cryogenics and fuels accountability, personnel protective equipment, hazardous operations support, fleet management, systems and safety engineering, training, transient alert, and aerospace ground equipment services. Work will be performed at Vandenberg Space Force Base, California; Patrick SFB, Florida; and Cape Canaveral Air Force Station, Florida, and is expected to be completed by February 28, 2030. Three offers were received as a result of a competitive acquisition. Fiscal 2022 operations and maintenance funds will be used. A total of $299,734 will be obligated at time of award. The 30th Contracting Squadron, Vandenberg SFB, California, is the contracting activity (FA4610-22-C-0003).",AIR FORCE,"July 25, 2022"
art_3104636_para_10,"Emerson Construction Co., Temple, Texas, was awarded an $8,613,100 firm-fixed-price contract for renovations of Buildings 25030, 25031 and 25032 at Fort Hood. Bids were solicited via the internet with five received. Work will be performed at Fort Hood, Texas, with an estimated completion date of Feb. 15, 2024. Fiscal 2022 operation and maintenance, Army funds in the amount of $8,613,100 were obligated at the time of the award. U.S. Army Corps of Engineers, Fort Worth, Texas, is the contracting activity (W9126G-22-C-0025).",ARMY,"July 25, 2022"
art_3104636_para_11,*Small business,ARMY,"July 25, 2022"
art_3103034_para_1,"American Material Handling Inc., Watkinsville, Georgia, has been awarded a maximum $433,000,000 fixed-price with economic-price-adjustment, indefinite-delivery requirements type contract for material handling equipment. This was a competitive acquisition with one response received. This is a five-year contract with no option periods. Other contracts are expected to be awarded under this solicitation (SPE8EC-21-R-0001) and awardees will compete for a portion of the maximum dollar value. The ordering period end date is July 24, 2027. Using military services are Army, Navy and Marine Corps. Type of appropriation is fiscal 2022 through 2027 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania (SPE8EC-22-D-0010).",DEFENSE LOGISTICS AGENCY,"July 22, 2022"
art_3103034_para_2,"ScImage Inc., Los Altos, California, has been awarded a maximum $387,041,028 modification (P00018) exercising the five-year option period of a five-year base contract (SPE2D1-17-D-0037) with one five-year option period for digital imaging network-picture archive communication systems, components, training, maintenance service and incidental services. This is a fixed-price with economic-price-adjustment, indefinite-delivery/indefinite-quantity contract. The ordering period end date is July 30, 2027. Using customers are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal 2022 through 2027 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania.",DEFENSE LOGISTICS AGENCY,"July 22, 2022"
art_3103034_para_3,"Burlington Industries LLC, Greensboro, North Carolina, has been awarded a maximum $11,223,540 firm-fixed-price, indefinite-delivery/indefinite-quantity letter contract for poly/wool green cloth. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 18-month contract with no option periods. The ordering period end date is Jan. 21, 2024. Using military service is Marine Corps. Type of appropriation is fiscal 2022 through 2025 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania (SPE1C1-22-D-1565).",DEFENSE LOGISTICS AGENCY,"July 22, 2022"
art_3103034_para_4,"Kiewit Infrastructure West Co., Vancouver, Washington, was awarded a $309,735,000 firm-fixed-price contract to extend a runway. Bids were solicited via the internet with three received. Work will be performed in Elmendorf, Alaska, with an estimated completion date of Aug. 14, 2025. Fiscal 2022 military construction, defense-wide funds in the amount of $69,125,000 were obligated at the time of the award. U.S. Army Corps of Engineers, Anchorage, Alaska, is the contracting activity (W911KB-22-C-0012).",ARMY,"July 22, 2022"
art_3103034_para_5,"Guyco Inc., Lampasas, Texas, was awarded a $74,939,500 firm-fixed-price contract to renovate barracks. Bids were solicited via the internet with three received. Work will be performed in Killeen, Texas, with an estimated completion date of Oct. 8, 2024. Fiscal 2022 operation and maintenance, Army funds in the amount of $74,939,500 were obligated at the time of the award. U.S. Army Corps of Engineers, Fort Worth, Texas, is the contracting activity (W9126G-22-C-0010).",ARMY,"July 22, 2022"
